  step         time_fs     wall_time_s        rti_dist          temp_K     temp_bath_K   thermo_lambda          kin_Ha     pot_real_Ha     pot_rtip_Ha    pot_total_Ha          f_real          f_rtip         f_total      rms_f_real state_decision
     1      0.50000000     10.48352950     33.53352852      0.32870670    300.00000000      1.13973681      0.00005465   -786.78730037     -0.00570297   -786.79300335      0.07841308      0.00018742      0.07842449      0.01306885 md_running
     2      1.00000000     21.72976196     33.53175892      3.00564900    300.00000000      1.12157977      0.00049971   -786.78764784     -0.01140599   -786.79905384      0.07521957      0.00037484      0.07524174      0.01253660 md_running
     3      1.50000000     40.72110609     33.52812824      7.18884185    300.00000000      1.02995532      0.00119520   -786.78828303     -0.01710913   -786.80539215      0.06884343      0.00056228      0.06887342      0.01147391 md_running
     4      2.00000000     40.98093553     33.52304551     11.81198285    300.00000000      1.01518007      0.00196383   -786.78900091     -0.02281243   -786.81181334      0.06045021      0.00074973      0.06048174      0.01007503 md_running
     5      2.50000000     41.23456340     33.51687901     15.77172957    300.00000000      1.01016204      0.00262217   -786.78960993     -0.02851593   -786.81812586      0.05160030      0.00093721      0.05162105      0.00860005 md_running
     6      3.00000000     41.48298088     33.51004170     18.21339908    300.00000000      1.00811921      0.00302812   -786.78996321     -0.03421962   -786.82418283      0.04466446      0.00112472      0.04465352      0.00744408 md_running
     7      3.50000000     41.75492862     33.50297550     18.79103336    300.00000000      1.00742362      0.00312416   -786.79000082     -0.03992350   -786.82992432      0.04235754      0.00131228      0.04229294      0.00705959 md_running
     8      4.00000000     45.71303578     33.49612187     17.79324868    300.00000000      1.00755755      0.00295827   -786.78977111     -0.04562751   -786.83539863      0.04549391      0.00149990      0.04537194      0.00758232 md_running
     9      4.50000000     45.96501846     33.48988807     16.06657409    300.00000000      1.00829205      0.00267119   -786.78941748     -0.05133160   -786.84074907      0.05184364      0.00168759      0.05167544      0.00864061 md_running
    10      5.00000000     46.21816085     33.48461510     14.73192136    300.00000000      1.00929290      0.00244930   -786.78912992     -0.05703567   -786.84616559      0.05843671      0.00187536      0.05823164      0.00973945 md_running
    11      5.50000000     46.47357108     33.48055140     14.77614638    300.00000000      1.00983088      0.00245665   -786.78907628     -0.06273966   -786.85181594      0.06329125      0.00206323      0.06305364      0.01054854 md_running
    12      6.00000000     46.71189814     33.47783463     16.66888098    300.00000000      1.00920349      0.00277133   -786.78933713     -0.06844348   -786.85778061      0.06556039      0.00225122      0.06529231      0.01092673 md_running
    13      6.50000000     46.95322536     33.47648003     20.17377200    300.00000000      1.00771275      0.00335405   -786.78987460     -0.07414707   -786.86402167      0.06531550      0.00243932      0.06501975      0.01088592 md_running
    14      7.00000000     47.20117706     33.47637621     24.45018179    300.00000000      1.00621028      0.00406503   -786.79054733     -0.07985039   -786.87039772      0.06331110      0.00262754      0.06299440      0.01055185 md_running
    15      7.50000000     47.44492574     33.47729598     28.39341581    300.00000000      1.00512353      0.00472063   -786.79116785     -0.08555345   -786.87672129      0.06068035      0.00281588      0.06035635      0.01011339 md_running
    16      8.00000000     47.69856266     33.47892173     31.05099733    300.00000000      1.00448029      0.00516247   -786.79157390     -0.09125625   -786.88283015      0.05852795      0.00300434      0.05821815      0.00975466 md_running
    17      8.50000000     47.97164440     33.48087811     31.94444667    300.00000000      1.00419793      0.00531101   -786.79168328     -0.09695886   -786.88864214      0.05754350      0.00319291      0.05727300      0.00959058 md_running
    18      9.00000000     53.03230388     33.48276751     31.19660489    300.00000000      1.00419873      0.00518668   -786.79151538     -0.10266137   -786.89417674      0.05778611      0.00338157      0.05757566      0.00963102 md_running
    19      9.50000000     53.30225551     33.48420435     29.45401009    300.00000000      1.00441500      0.00489696   -786.79117821     -0.10836385   -786.89954206      0.05879329      0.00357031      0.05865393      0.00979888 md_running
    20     10.00000000     53.54968557     33.48484576     27.66084530    300.00000000      1.00475180      0.00459883   -786.79082942     -0.11406642   -786.90489584      0.05989453      0.00375913      0.05982788      0.00998242 md_running
    21     10.50000000     53.79525695     33.48441783     26.76701557    300.00000000      1.00504434      0.00445023   -786.79062794     -0.11976917   -786.91039710      0.06049863      0.00394800      0.06050014      0.01008310 md_running
    22     11.00000000     54.05914189     33.48273590     27.45216398    300.00000000      1.00508483      0.00456414   -786.79068691     -0.12547218   -786.91615909      0.06024418      0.00413692      0.06030573      0.01004070 md_running
    23     11.50000000     54.33754385     33.47971905     29.93175106    300.00000000      1.00477285      0.00497639   -786.79104249     -0.13117552   -786.92221801      0.05906113      0.00432588      0.05917193      0.00984352 md_running
    24     12.00000000     59.49803578     33.47539774     33.88983177    300.00000000      1.00422104      0.00563445   -786.79164203     -0.13687922   -786.92852125      0.05722097      0.00451488      0.05736689      0.00953683 md_running
    25     12.50000000     59.76977648     33.46991321     38.55819636    300.00000000      1.00363633      0.00641060   -786.79235650     -0.14258327   -786.93493978      0.05537589      0.00470391      0.05553779      0.00922932 md_running
    26     13.00000000     60.01927687     33.46350729     42.93002689    300.00000000      1.00316000      0.00713745   -786.79301697     -0.14828763   -786.94130460      0.05449915      0.00489298      0.05465230      0.00908319 md_running
    27     13.50000000     60.27197242     33.45650390     46.06187135    300.00000000      1.00284116      0.00765815   -786.79346449     -0.15399219   -786.94745668      0.05554581      0.00508210      0.05566415      0.00925764 md_running
    28     14.00000000     60.52711890     33.44928374     47.38431773    300.00000000      1.00267893      0.00787801   -786.79360363     -0.15969684   -786.95330047      0.05886236      0.00527127      0.05892767      0.00981039 md_running
    29     14.50000000     60.78235162     33.44225440     46.92553980    300.00000000      1.00265416      0.00780174   -786.79344026     -0.16540141   -786.95884167      0.06382097      0.00546053      0.06382843      0.01063683 md_running
